Full Management address,Service Name,Service Number,Enrollment total,Max licensed positions total,Count Service Number,Owner name,Funder name,Company source link,Owner source link,Additional source if necessary,Methodology to link,Notes
"P O Box 4005, Kamo Whangarei 0141",Hurupaki Kindergarten,10083,50,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Kerikeri Kindergarten,5550,44,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Mairtown Free Kindergarten,5013,49,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Manaia Kindergarten,10271,39,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Manaia View Kindergarten,46568,31,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Mission Place Kindergarten,5003,33,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Onerahi Free Kindergarten,5014,41,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Parihaka Kindergarten,5018,50,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Portland Kindergarten,5016,36,29,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Raumanga Kindergarten,5017,31,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Ruawai Kindergarten,5008,50,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Selwyn Park Kindergarten,5009,30,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Te Kamo Kindergarten,5012,35,35,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Te Timatatanga o te Matauranga,10402,29,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Tikipunga Free Kindergarten,5019,35,40,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141",Waitangi Kindergarten,5006,35,30,1,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 4005, Kamo Whangarei 0141 Total",,,972,874,25,Northland Kindergarten Association,Charity,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=be2951e2-5a46-dd11-84f2-0015c5f3da29&searchId=79c6ed18-55cb-485d-b64c-8d6ac465efa4,,,,
"P O Box 655,  New Plymouth 4340",Avon Kindergarten,5230,34,39,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Bell Block Pohutakawa Kindergarten,5216,16,30,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Brooklands Kindergarten,5217,50,37,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Devon Kindergarten,5218,42,38,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Eltham Kindergarten,5231,34,45,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Fitzroy Kindergarten,5219,39,34,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Frankleigh Park Kindergarten,5541,45,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Hawera Kindergarten,5232,47,41,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Inglewood Kindergarten,5221,56,37,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Kahikatea Kindergarten Hurdon,5220,50,41,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Kaitake Kindergarten,5636,71,50,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Koromiko Kindergarten,5233,55,37,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Koru Kindergarten,45392,50,42,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Marfell Kindergarten,5222,33,47,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Merrilands Kindergarten,5223,46,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Ngamotu Kindergarten,5226,33,34,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Orapa Kindergarten,5228,33,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Patea Kindergarten,5234,40,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Pukekura Kindergarten,5224,51,37,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Puketapu Kindergarten,5225,40,34,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Stratford Central Kindergarten,5235,50,50,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Tawhiti Kindergarten,5236,43,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Waitara Central Kindergarten,5227,39,37,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340",Westown Kindergarten,5229,41,40,1,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 655,  New Plymouth 4340 Total",,,1038,950,24,Taranaki Free Kindergarten Association Incorporated dba Kindergarten Taranaki,Charity,https://www.nka.org.nz/contact,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=08e15b7e-7837-dd11-8f7f-0015c5f3da29&searchId=57f83d83-592f-494f-ad91-481752248a42,,,
"P O Box 1362, Invercargill Invercargill 9840",Bluff Kindergarten,5513,10,30,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Clarendon Kindergarten,5514,17,33,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Drummond Rural Kindergarten,80017,45,33,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Elsie Street Kindergarten,5515,41,45,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Elston Lea Kindergarten,5516,28,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Fiordland Kindergarten,5517,31,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Glengarry Kindergarten,5518,27,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Grasmere Kindergarten,5519,27,39,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Kew Kindergarten,5520,18,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Lees Street Kindergarten,5536,39,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Lindisfarne Kindergarten,5521,28,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Longbush Rural Kindergarten,80019,44,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Longford Kindergarten,45349,40,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Newfield Kindergarten,5522,24,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Northern Southland Kindergarten,48059,36,30,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
"P O Box 1362, Invercargill Invercargill 9840",Otatara Kindergarten,5523,28,40,1,Southland Free Kindergarten Association Incorporated dba Kindergartens South,Charity,https://ska.co.nz/contact-us,https://register.charities.govt.nz/CharitiesRegister/ViewCharity?accountId=6f763f70-388a-dc11-98a0-0015c5f3da29&searchId=58997365-3d89-4890-ba56-bdb7e629f052,,,
